información	TEMATICA - HOMOLOGACIÓN	2
quisera	TEMATICA - HOMOLOGACIÓN	1
solicitar	TEMATICA - HOMOLOGACIÓN	1
tres	TEMATICA - HOMOLOGACIÓN	2
decision	TEMATICA - HOMOLOGACIÓN	1
nuevamente	TEMATICA - HOMOLOGACIÓN	1
pena	TEMATICA - HOMOLOGACIÓN	1
''	TEMATICA - HOMOLOGACIÓN	1
solicitan	TEMATICA - HOMOLOGACIÓN	1
oportunidades	TEMATICA - HOMOLOGACIÓN	1
imágenes	TEMATICA - HOMOLOGACIÓN	2
informa	TEMATICA - HOMOLOGACIÓN	1
solicitada	TEMATICA - HOMOLOGACIÓN	2
demasiado	TEMATICA - HOMOLOGACIÓN	1
ustedes	TEMATICA - HOMOLOGACIÓN	1
enviar	TEMATICA - HOMOLOGACIÓN	2
veces	TEMATICA - HOMOLOGACIÓN	1
comunicado	TEMATICA - HOMOLOGACIÓN	1
xiaomi	TEMATICA - HOMOLOGACIÓN	1
trato	TEMATICA - HOMOLOGACIÓN	2
saber	TEMATICA - HOMOLOGACIÓN	1
aceptadas	TEMATICA - HOMOLOGACIÓN	1
dicha	TEMATICA - HOMOLOGACIÓN	1
2017545908	TEMATICA - HOMOLOGACIÓN	1
buenos	TEMATICA - HOMOLOGACIÓN	1
complementacionhomologacion.	TEMATICA - HOMOLOGACIÓN	1
tercera	TEMATICA - HOMOLOGACIÓN	1
respondido	TEMATICA - HOMOLOGACIÓN	1
dato	TEMATICA - HOMOLOGACIÓN	1
realizo	TEMATICA - HOMOLOGACIÓN	1
causa	TEMATICA - HOMOLOGACIÓN	1
varias	TEMATICA - HOMOLOGACIÓN	1
general	TEMATICA - HOMOLOGACIÓN	1
días	TEMATICA - HOMOLOGACIÓN	1
salida	TEMATICA - HOMOLOGACIÓN	1
2017545910	TEMATICA - HOMOLOGACIÓN	1
proceso	TEMATICA - HOMOLOGACIÓN	1
tefonos	TEMATICA - HOMOLOGACIÓN	1
imei	TEMATICA - HOMOLOGACIÓN	2
homologacion	TEMATICA - HOMOLOGACIÓN	2
parecer	TEMATICA - HOMOLOGACIÓN	1
homologación	TEMATICA - HOMOLOGACIÓN	1
comunicaciones	TEMATICA - HOMOLOGACIÓN	1
ingreso	TEMATICA - HOMOLOGACIÓN	1
complementacionhomologacion	TEMATICA - HOMOLOGACIÓN	1
2017544785	TEMATICA - HOMOLOGACIÓN	1
tratando	TEMATICA - HOMOLOGACIÓN	1
mi5	TEMATICA - HOMOLOGACIÓN	1
página	TEMATICA - HOMOLOGACIÓN	2
dia	TEMATICA - HOMOLOGACIÓN	1
solicitud	TEMATICA - HOMOLOGACIÓN	2
fcc-id	TEMATICA - HOMOLOGACIÓN	2
hoy	TEMATICA - HOMOLOGACIÓN	1
radicado	TEMATICA - HOMOLOGACIÓN	1
aviso	TEMATICA - HOMOLOGACIÓN	1
vez	TEMATICA - HOMOLOGACIÓN	1
claras	TEMATICA - HOMOLOGACIÓN	2
especificas	TEMATICA - HOMOLOGACIÓN	1
aparece	TEMATICA - HOMOLOGACIÓN	2
recibido	TEMATICA - HOMOLOGACIÓN	1
celular	TEMATICA - HOMOLOGACIÓN	1
equipo	TEMATICA - HOMOLOGACIÓN	1
información	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
quisera	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
solicitar	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
tres	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
decision	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
nuevamente	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
pena	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
''	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
solicitan	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
oportunidades	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
imágenes	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
informa	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
solicitada	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
demasiado	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
ustedes	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
enviar	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
veces	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
comunicado	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
xiaomi	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
trato	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
saber	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
aceptadas	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
dicha	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
2017545908	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
buenos	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
complementacionhomologacion.	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
tercera	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
respondido	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
dato	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
realizo	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
causa	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
varias	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
general	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
días	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
salida	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
2017545910	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
proceso	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
tefonos	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
imei	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
homologacion	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	2
parecer	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
homologación	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
comunicaciones	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
ingreso	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
complementacionhomologacion	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
2017544785	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
tratando	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
mi5	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
página	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
dia	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
solicitud	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
fcc-id	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
hoy	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
radicado	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
aviso	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
vez	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
claras	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
especificas	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
aparece	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
recibido	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	1
celular	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
equipo	SUBTEMATICA - ACLARACION RESPUESTA NO COINCIDE MARCA/MODELO	0
información	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
quisera	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
solicitar	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
tres	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
decision	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
nuevamente	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
pena	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
''	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
solicitan	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
oportunidades	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
imágenes	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
informa	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
solicitada	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
demasiado	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
ustedes	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
enviar	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
veces	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
comunicado	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
xiaomi	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
trato	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
saber	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
aceptadas	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
dicha	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
2017545908	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
buenos	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
complementacionhomologacion.	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
tercera	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
respondido	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
dato	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
realizo	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
causa	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
varias	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
general	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
días	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
salida	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
2017545910	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
proceso	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
tefonos	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
imei	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
homologacion	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
parecer	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
homologación	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
comunicaciones	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
ingreso	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
complementacionhomologacion	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
2017544785	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
tratando	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
mi5	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
página	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
dia	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
solicitud	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
fcc-id	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
hoy	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
radicado	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
aviso	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
vez	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
claras	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
especificas	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
aparece	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	2
recibido	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	0
celular	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
equipo	SUBTEMATICA - FORMULARIO: AL PARECER CUENTA CON UN IMEI ALTERADO	1
información	SUB-SUBTEMATICA - NO APLICA	2
quisera	SUB-SUBTEMATICA - NO APLICA	1
solicitar	SUB-SUBTEMATICA - NO APLICA	1
tres	SUB-SUBTEMATICA - NO APLICA	2
decision	SUB-SUBTEMATICA - NO APLICA	1
nuevamente	SUB-SUBTEMATICA - NO APLICA	1
pena	SUB-SUBTEMATICA - NO APLICA	1
''	SUB-SUBTEMATICA - NO APLICA	1
solicitan	SUB-SUBTEMATICA - NO APLICA	1
oportunidades	SUB-SUBTEMATICA - NO APLICA	1
imágenes	SUB-SUBTEMATICA - NO APLICA	2
informa	SUB-SUBTEMATICA - NO APLICA	1
solicitada	SUB-SUBTEMATICA - NO APLICA	2
demasiado	SUB-SUBTEMATICA - NO APLICA	1
ustedes	SUB-SUBTEMATICA - NO APLICA	1
enviar	SUB-SUBTEMATICA - NO APLICA	2
veces	SUB-SUBTEMATICA - NO APLICA	1
comunicado	SUB-SUBTEMATICA - NO APLICA	1
xiaomi	SUB-SUBTEMATICA - NO APLICA	1
trato	SUB-SUBTEMATICA - NO APLICA	2
saber	SUB-SUBTEMATICA - NO APLICA	1
aceptadas	SUB-SUBTEMATICA - NO APLICA	1
dicha	SUB-SUBTEMATICA - NO APLICA	1
2017545908	SUB-SUBTEMATICA - NO APLICA	1
buenos	SUB-SUBTEMATICA - NO APLICA	1
complementacionhomologacion.	SUB-SUBTEMATICA - NO APLICA	1
tercera	SUB-SUBTEMATICA - NO APLICA	1
respondido	SUB-SUBTEMATICA - NO APLICA	1
dato	SUB-SUBTEMATICA - NO APLICA	1
realizo	SUB-SUBTEMATICA - NO APLICA	1
causa	SUB-SUBTEMATICA - NO APLICA	1
varias	SUB-SUBTEMATICA - NO APLICA	1
general	SUB-SUBTEMATICA - NO APLICA	1
días	SUB-SUBTEMATICA - NO APLICA	1
salida	SUB-SUBTEMATICA - NO APLICA	1
2017545910	SUB-SUBTEMATICA - NO APLICA	1
proceso	SUB-SUBTEMATICA - NO APLICA	1
tefonos	SUB-SUBTEMATICA - NO APLICA	1
imei	SUB-SUBTEMATICA - NO APLICA	2
homologacion	SUB-SUBTEMATICA - NO APLICA	2
parecer	SUB-SUBTEMATICA - NO APLICA	1
homologación	SUB-SUBTEMATICA - NO APLICA	1
comunicaciones	SUB-SUBTEMATICA - NO APLICA	1
ingreso	SUB-SUBTEMATICA - NO APLICA	1
complementacionhomologacion	SUB-SUBTEMATICA - NO APLICA	1
2017544785	SUB-SUBTEMATICA - NO APLICA	1
tratando	SUB-SUBTEMATICA - NO APLICA	1
mi5	SUB-SUBTEMATICA - NO APLICA	1
página	SUB-SUBTEMATICA - NO APLICA	2
dia	SUB-SUBTEMATICA - NO APLICA	1
solicitud	SUB-SUBTEMATICA - NO APLICA	2
fcc-id	SUB-SUBTEMATICA - NO APLICA	2
hoy	SUB-SUBTEMATICA - NO APLICA	1
radicado	SUB-SUBTEMATICA - NO APLICA	1
aviso	SUB-SUBTEMATICA - NO APLICA	1
vez	SUB-SUBTEMATICA - NO APLICA	1
claras	SUB-SUBTEMATICA - NO APLICA	2
especificas	SUB-SUBTEMATICA - NO APLICA	1
aparece	SUB-SUBTEMATICA - NO APLICA	2
recibido	SUB-SUBTEMATICA - NO APLICA	1
celular	SUB-SUBTEMATICA - NO APLICA	1
equipo	SUB-SUBTEMATICA - NO APLICA	1
